term,catalog_year,prefix,number,title,description,units,sections_offered,url
Spring 2026,2025-2026,BBA,340,Management Information Systems,"This course presents information systems used by organizations and work groups with an emphasis on system development, management and effective use. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010266&term=1261
Spring 2026,2025-2026,BBA,360,Teams And Project Management,"Effective meetings; interpersonal and group processes; development of effectively functioning project teams, empowered teams and total quality management (TQM); and effective project management.  Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010267&term=1261
Spring 2026,2025-2026,BBA,400,Advanced Global Management,"This course provides an introduction to the cultural, legal, economic, and political environments of multinational firms.  Topics include managing in the global environment and strategic planning in a multicultural environment.  Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010268&term=1261
Spring 2026,2025-2026,BBA,405,Entrepreneurship And Small Business Management,"Concepts and techniques of organizing and managing small enterprises.  Emphasis on practical problems, especially the analysis of practical business case studies and interviews with local and regional businesses that will help the student identify the key steps in successfully managing an ongoing business for profitability and long term enterprise survival.  Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010269&term=1261
Spring 2026,2025-2026,BBA,408,Fieldwork Experience,"The role of the general manager in dealing with strategic business challenges and providing leadership to the organization; integration of functional areas, policy formulation and implementation, multinational and ethical issues. Pass-fail only. May be repeated for up to 6 units of credit.",1-6,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010270&term=1261
Spring 2026,2025-2026,BBA,410,Advanced Global Marketing,"Marketing opportunities and strategies for firms involved in marketing across national borders and in other countries.  Special attention given to planning and implementing marketing mix variables in multicultural, international settings.  Within this context, this course will emphasize all the environmental factors that make international marketing more interesting and challenging than purely domestic operations.  Priority will be given to the impact of diverse cultures on the marketing task in the international context.  Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=010271&term=1261
Spring 2026,2025-2026,BBA,415,Entrepreneurial And Small Business Marketing,"Marketing opportunities and strategies for small firms.  Special attention given to planning and implementing marketing mix variables in small business settings.  Within this context, this course will emphasize all the environmental factors that make small business marketing more interesting and challenging than for larger competitors.  Consideration will be given to the impact of the marketing task for small businesses also operating in the global context.  Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=010272&term=1261
Spring 2026,2025-2026,BBA,420,Financial Institutions And The Global Economy,"Financial decision making for firms operating in the global economy, focusing on financial issues resulting from operating across national borders. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010273&term=1261
Spring 2026,2025-2026,BBA,425,Entrepreneurial And Small Business Finance,Analysis of financial statements for decision making.  Management of current assets and liabilities emphasizing entrepreneurial and small business application.  Letter grade only.,3,,https://catalog.nau.edu/Courses/course?courseId=010274&term=1261
Spring 2026,2025-2026,BBA,450,Leadership,"Effective leadership; traits, behaviors, including power and influence; effect of situations and contingencies; leader styles; transformational and charismatic leadership; socio-cultural issues; and ethical behavior.  Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010276&term=1261
Spring 2026,2025-2026,BBA,480,Business Plan Development,"Design, development, and evaluation of a business plan for existing and new businesses. Includes consideration of marketing, industry, financial, management, competitive, and strategic issues relating to the feasibility and operation of new and ongoing businesses. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010278&term=1261
Spring 2026,2025-2026,BBA,490C,Strategic Management,"The role of the general manager in dealing with strategic business challenges and providing leadership to the organization; integration of functional areas, policy formulation and implementation, multinational and ethical issues. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010279&term=1261
Spring 2026,2025-2026,BBA,399,Special Topics,"In-depth study of an aspect, concept, or problem.  Instructor permission required. Instructor consent required. Letter grade only. May be repeated for up to 6 units of credit.",1-3,,https://catalog.nau.edu/Courses/course?courseId=010392&term=1261
Spring 2026,2025-2026,BBA,485,Undergraduate Research,Individualized original research under the supervision of a research advisor.  Instructor consent required.  Pass-fail or letter grade.  May be repeated for up to 12 units of credit.  Pass,1-6,,https://catalog.nau.edu/Courses/course?courseId=010393&term=1261
Spring 2026,2025-2026,BBA,497,Independent Study,Individualized approach to selected topics by guided reading and critical evaluation.  Instructor consent required.  Pass-fail or letter grade.   May be repeated for up to 6 units of credit.  Please complete the Independent Study Proposal form and obtain signatures of approval BEFORE registering. https://nau.edu/wp-content/uploads/sites/26/Independent_Study_Form_FINAL-3.pdf,1-6,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010394&term=1261
Spring 2026,2025-2026,BBA,299,Special Topics,"In-depth study of an aspect, concept, or problem.  Instructor consent required.  Letter grade only.  May be repeated for up to 6 units of credit.",1-3,,https://catalog.nau.edu/Courses/course?courseId=010395&term=1261
Spring 2026,2025-2026,BBA,350,Professional Practices And Ethics In Information Technology,"Examines interaction of IT professionals with the organization, profession, and governmental agencies, including regulatory compliance monitoring, legal requirements, staff development, and environmental conduct.  Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=010408&term=1261
Spring 2026,2025-2026,BBA,355,Management Of Information Technology Function,"Examines key concepts of managing the information technology function, including strategic planning to support organizational goals and objectives, IT governance, and IT personnel management. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010409&term=1261
Spring 2026,2025-2026,BBA,370,Administration Of Information Technology Security And Assurance,"An examination of the security and assurance functions of information technology.  Topics could include the following: social engineering, analysis of professional control frameworks, data management, privacy considerations, risk analysis, and legal and regulatory requirements. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010410&term=1261
Spring 2026,2025-2026,BBA,460,Current Topics In Information Technology,"Examination of new technologies that appear to be promising in the information technology field.  Examples include:  internet, network management tools, mobile technologies, and data analysis.  Letter grade only.  May be repeated for up to 9 units of credit.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010411&term=1261
Spring 2026,2025-2026,BBA,465C,Technology Management Project,Provides student the opportunity to develop a plan to solve a technology management problem; student chooses a major plan and addresses the problem in detail. Letter grade only.,3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010412&term=1261
Spring 2026,2025-2026,BBA,471C,Business Ethics,"Analyzes business and its environment, considering such things as the natural environment, business ethics, government policies, impact of technology, and cultural diversity. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010422&term=1261
Spring 2026,2025-2026,BBA,290,Managerial Accounting And Financial Analysis,"Introduces fundamentals of managerial accounting and financial analysis for the BAS, BAIS, and BSIS Administration students and the BAS Technology Management students who have not completed Principles of Accounting: Financial.  Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010463&term=1261
Spring 2026,2025-2026,BBA,291,Economic Analysis And Business Law,"Introduces fundamentals of economic analysis and business law for the BAS, BAIS, and BSIS Administration students and the BAS Technology Management students who have not completed Principles of Accounting: Financial.  Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010464&term=1261
Spring 2026,2025-2026,BBA,466,Legislative Or The Washington Center Internship,"Supervised internship in the Arizona Legislature or the Washington Center. Students are selected on a competitive basis, and you must apply the term prior to the internship. Students must meet requirements of the program to be eligible. Course enrollment is handled by the internship coordinator after selections have been made. Pass/Fail only.",1-12,,https://catalog.nau.edu/Courses/course?courseId=010465&term=1261
Spring 2026,2025-2026,BBA,303,Business Management Fundamentals,"Overview of management, accounting, economics, and business law. Develops a basic understanding of accounting, business law, economics, and management.  Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010514&term=1261
Spring 2026,2025-2026,BBA,385,Mexico: Business Practices And The Economy,Analyzes the business practices in Mexico considering the Mexican culture. Surveys Mexico's sweeping economic changes since 1982. Examines contrasts and similarities between Mexican and North American business practices. Letter grade only.,3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=010547&term=1261
Spring 2026,2025-2026,BBA,296,Spanish For Business I,"An introduction to basic language skills, terminology, forms and procedures used in Spanish in business, commerce, economics, and business organizations.  Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=010599&term=1261
Spring 2026,2025-2026,BBA,387,Spanish For Business III,"Designed to consolidate and increase basic language skills, terminology, forms and procedures used in Spanish in business, commerce, economics, and business organizations. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=010600&term=1261
Spring 2026,2025-2026,BBA,388,Commercial Spanish,"Academic study in Spanish language and culture designed to advance language skills, terminology, forms and procedures used in Spanish in business, commerce, economics, and business organizations. Cross-listed with SPA 310. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=010601&term=1261
Spring 2026,2025-2026,BBA,430,Advanced Logistics And Supply Chain Management,"Covers logistics network design, supply chain management, procurement, supplier partnerships, inventory, transportation, warehousing, packaging, global logistics, and information management for logistics. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=010721&term=1261
Spring 2026,2025-2026,BBA,435C,Strategic Logistics And Supply Chain Management,"Covers the formulation and implementation of logistics strategy for competitive advantage, including analysis of logistics capabilities, enhancement of strategy-supportive capabilities, and integration with strategically chosen supply chain partners. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=010722&term=1261
Spring 2026,2025-2026,BBA,292,Fundamentals Of Logistics,"Introduces the fundamentals of logistics, including procurement, inventory, transportation, warehousing, materials handling, packaging, information management, sustainability, and international logistics.  Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=010837&term=1261
Spring 2026,2025-2026,BBA,293,Information And Technology Literacy,"Study of the pervasive influence of information and technology systems in organizations and society.  Acquire and enhance skills to organize and apply information using databases, spreadsheets, word and information processing, and presentation graphics; evaluate the effectiveness and reliability of various information sources for their appropriate use.  Critical evaluation of public policy issues relating to computers and information technology.  Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010849&term=1261
Spring 2026,2025-2026,BBA,297,Spanish For Business II,"A continuation of the introduction to basic language skills, terminology, forms, and procedures used in Spanish in business, commerce, economics, and business organizations. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=010998&term=1261
Spring 2026,2025-2026,BBA,313,Personal Selling,"Practical application of selling skills and techniques, interpersonal communication skills, and long-term business relationship development within consumer and business markets.  Letter grade only.",3,Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010999&term=1261
Spring 2026,2025-2026,BBA,315,Services Marketing,"Understanding issues facing the marketing of services.  Identification of the unique difference in marketing strategies for tangible and intangible products.  Evaluation of quality, service encounters, and relationship development with customers through marketing activities and technology.  Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=011000&term=1261
Spring 2026,2025-2026,BBA,317,Consumer Behavior,"Understanding the consumer decision making process, including individual consumer differences and external influences that affect consumer behavior and marketing activities.  Practical application of behavioral concepts as they relate to buying situations and marketing strategies.  Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=011001&term=1261
Spring 2026,2025-2026,BBA,413,Emarketing,Exploring the use of technologies to address marketing needs of organizations and consumers.  Practical application of eMarketing strategies and social media technologies being used in today's business environment to achieve business goals.  Letter grade only.,3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=011002&term=1261
Spring 2026,2025-2026,BBA,417,Marketing Research,"Conceptual and practical considerations of using marketing research in decision making. Topics include problem definition, qualitative research, observation, quantitative research, survey research, market experiments, questionnaire design, sampling, statistics, data analysis, and communication research results. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=011003&term=1261
Spring 2026,2025-2026,BBA,457,Critical Thinking And Innovation,"Examines the relationship between creativity, innovation, and critical thinking.  Topics include key concepts and techniques of creativity, innovation, application of skills in critical thinking, and decision making in small business administration.  Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=011119&term=1261
Spring 2026,2025-2026,BBA,428,Global Logistics And Supply Chain Management,"Covers management of international logistics operations, including foreign sourcing and production, global transportation and inter-modalism, global facility, network design, import/export, security, intermediaries, and trade documentation. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=011120&term=1261
Spring 2026,2025-2026,BBA,495,Managing For Organizational Quality Excellence,"Provides an introduction to the foundations of quality management at the product, process, and organizational level.   Several quality management methods such as Baldrige, Six Sigma, Lean principles, TQM, and ISO 9000 will be explored.  Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=011121&term=1261
Spring 2026,2025-2026,BBA,429,Green Logistics And Supply Chain Management,"Covers environmentally-focused materials, product and process design, purchasing, production and logistics, including reverse logistics, as well as life cycle assessment to evaluate environmental impacts throughout the supply chain. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=011122&term=1261
Spring 2026,2025-2026,BBA,439,Business Research For Decision Making,"Conceptual and applications of business research in decision making. Topics include decision-making process, problem definition, research methods and designs, data collection, sampling, and data analysis. Letter grade only.",3,Summer 2026,https://catalog.nau.edu/Courses/course?courseId=011139&term=1261
Spring 2026,2025-2026,BBA,486,Current Topics In Management,Study of selected current topics that affect organizational management.  Letter grade only.  May be repeated for up to 9 units of credit.,3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=011140&term=1261
Spring 2026,2025-2026,BBA,475C,Applied Business Management Project,"Student will apply knowledge learned in previous business courses to identify, formulate, and suggest management solutions in conjunction with an internship, individual project, or team project related to the needs of local business units. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=011461&term=1261
Spring 2026,2025-2026,BBA,201,Statistics For Management,"Covers the nature of probability and statistics and their use in managerial decision making, including the estimation of population parameters, hypothesis testing, regression, correlation, analysis of variance and nonparametric methods.  Letter grade only.",3,Summer 2026,https://catalog.nau.edu/Courses/course?courseId=011591&term=1261
Spring 2026,2025-2026,BBA,205,"Legal, Ethical, Regulatory, And Global Environment Of Business","Basic coverage of the environment of business, including legal and ethical issues and the regulatory and global environment of business that affect business policies and decisions.  Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=011592&term=1261
Spring 2026,2025-2026,BBA,255,Financial Accounting For Business,"Introduces theory and practice in the preparation, analysis, and interpretation of general purpose financial statements for external users. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=011593&term=1261
Spring 2026,2025-2026,BBA,256,Managerial Accounting For Business,"Introduces theory and practice in the use of accounting information for planning of operations, controlling of activities, and making management decisions. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=011594&term=1261
Spring 2026,2025-2026,BBA,284,Principles Of Microeconomics,"A systematic investigation of the operation of a market economy ; supply and demand; consumer behavior; production and costs; determination of prices in various product and resource markets; causes and consequences of income distribution, international economics.  Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=011595&term=1261
Spring 2026,2025-2026,BBA,285,Principles Of Macroeconomics,"Measurement of national economic variables; determination of output, income, employment, and price levels through aggregate supply and demand analysis; business cycles, fiscal and monetary policy, global implications of international trade and production.  Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=011596&term=1261
Spring 2026,2025-2026,BBA,301,Career Development,The course is made up of 15 steps designed to help students prepare for their careers.  NAU and others' career planning resources are identified and explained.  The need for students to be proactive in launching their careers is stressed throughout the course.  Pass-fail only.,3,,https://catalog.nau.edu/Courses/course?courseId=011597&term=1261
Spring 2026,2025-2026,BBA,335,Human Resource Management,"Principles, functions, and practices relating to managing human resources in organizations. Describes the basic human resources management processes of selection, training, appraisal, compensation, labor relations and legal compliance. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=011796&term=1261
Spring 2026,2025-2026,BBA,336,Staffing Organizations,"Strategic approach to staffing, including forecasting, recruitment, selection, and performance management.  Methods for effective employee relations.  Application of HRIS and technology in applicant tracking, calculating staffing metrics, and employee performance.  Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=011797&term=1261
Spring 2026,2025-2026,BBA,337,Employment Law,Labor law compliance for effective employment decisions and employee management.  Best practices and recommended approaches to ensure labor compliance in all areas of employment.  Letter grade only.,3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=011798&term=1261
Spring 2026,2025-2026,BBA,338,Training And Development,"Overview of training practices and how to design effective training.  Methods for training needs assessment, training design, and career development.  Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=011799&term=1261
Spring 2026,2025-2026,BBA,390,Negotiation And Conflict Management,Introduces theoretical and practical applications of negotiation across multiple contexts.  Students engage in several simulated negotiations in order to understand how to craft a conflict resolution plan and then improvise as needed.  Special attention will be paid to salary negotiation and negotiation via modalities such as email and text messaging.  Letter grade only.,3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=011800&term=1261
Spring 2026,2025-2026,BBA,427,Compensation And Benefits,"Overview of methods for designing total employee compensation, including employee benefits.  Methods to determine employee pay structures and benefits, including health and wellness.  Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=011801&term=1261
Spring 2026,2025-2026,BBA,496,Human Resource Management Applications,"Application of concepts learned and interrelationship of human resource disciplines by using case studies, simulations, or other tools. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=011828&term=1261
Spring 2026,2025-2026,BBA,441,Strategic Human Resource Management,"Organizational context of human resources. Advanced topics of HRM will be covered in depth, including HRM will be covered in-depth, including strategic HRM and implementation, performance management, emergent trends in HRM, and social responsibility.  Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=011979&term=1261
Spring 2026,2025-2026,BBA,473,Project In Industry Leadership,"Student will apply knowledge learned in previous business courses to identify, formulate, and suggest management solutions in conjunction with an internship, individual project, or team project related to the needs of local business units. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=012545&term=1261
Spring 2026,2025-2026,BBA,294,Project Management Fundamentals,"Introduces the principles of effective project management, providing the knowledge, skills, and framework necessary to manage a real project in the workplace. Topics covered include the project life cycle, stakeholder identification, resource allocation, cost management, scheduling techniques, and human resource aspects of project management. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=013911&term=1261
Spring 2026,2025-2026,BBA,364,Baseline Plan And Change Management,"Addresses the identification, elaboration, planning and management of project scope and scope change management. The class addresses initial project planning, requirements identification and analysis, scope identification and planning, the scope baseline, scope management and change control, integration of scope, schedule and cost, scope verification and sign-off by the customer. Letter grade only",3,,https://catalog.nau.edu/Courses/course?courseId=013912&term=1261
Spring 2026,2025-2026,BBA,368,Risk And Opportunity Management,"This course focuses on the uncertainty that surrounds any project. Project Risk & Opportunity Management is designed to have the participant learn core project risk & opportunity management concepts and best practices, and learn tools that are used to proactively manage project risk and opportunities. During the course, ""best practices"" will be introduced, and put into context through various exercises and scenarios and case studies. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=013913&term=1261
Spring 2026,2025-2026,BBA,464,Systems Concepts,"This course provides students with an initial conceptual toolset to bridge disciplinary modes of thinking. It introduces systems thinking frameworks as mental devices to illuminate and critically interrogate key concepts, assumptions, frameworks and modes of engagement. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=013914&term=1261
Spring 2026,2025-2026,BBA,468,Agile Project Management,"This course introduces learners to Agile methods of project management. Beginning with an introduction to the core philosophy of Agile and the basic structure of an Agile project. The course addresses specific challenges that may be encountered by teams using Agile, best practices for integrating Agile methods into Waterfall environments, and the principles of Scrum. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=013917&term=1261
Spring 2026,2025-2026,BBA,494C,Project Management - Capstone Project,Integrates the learning from preceding project management courses with discussions about current topics related to successful project management. Letter grade only.,3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=014082&term=1261
Spring 2026,2025-2026,BBA,295,Business Statistics And Information Systems,"Covers the nature of probability and statistics and their use in managerial decision making, including the estimation of population parameters, hypothesis testing, regression, correlation, analysis of variance and nonparametric methods. Information is organized using databases, spreadsheets, word and information processing, and presentation graphics. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=014538&term=1261
Spring 2026,2025-2026,BE,698,Graduate Seminar,Reading and discussion on selected advanced topics. Pass/Fail only. May be repeated for up to 4 units of credit.,1-3,,https://catalog.nau.edu/Courses/course?courseId=012771&term=1261
Spring 2026,2025-2026,BE,537,Grant Writing,"An introduction to techniques necessary to produce a successful grant application for research support from federal and private agencies and to develop skills needed to review and revise grant proposals. The course also introduces the issues and conventions for grant administration such as indirect (overhead) cost calculations, matching funds, group proposals, and how to respond to reviewers' comments. At the end of the course, you will have a proposal that could be submitted to federal agencies. Cross-listed with BIO 537. Letter grade only.",2,,https://catalog.nau.edu/Courses/course?courseId=012777&term=1261
Spring 2026,2025-2026,BE,580,Mechanics Of Composite Materials,"Introduces advanced composite materials emphasizing design and analysis for structural applications: anisotropic response, micromechanics, hygrothermal behavior, laminated plate theory, laminate strength, and computer codes for lamination analysis. Builds on fundamental concepts first introduced in Materials Science, Machine Design and Differential Equations. Cross-listed with ME 580. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=012779&term=1261
Spring 2026,2025-2026,BE,554,Finite Element Method,"Finite element method for solid mechanics, heat transfer, and other problems. Builds on fundamental concepts first introduced in Fluid Mechanics, Structural Analysis, and Differential Equations. Focuses on learning the method behind the software. Modeling considerations. Computer applications using state-of-the-art software. Cross-listed with BE 554. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=012810&term=1261
Spring 2026,2025-2026,BE,563,Biomechanical Engineering,"This course is designed to provide students with an understanding of the mechanics and mathematical analysis of the musculoskeletal system, the materials used in orthopedic applications, and control system modeling of biological tissues for use in orthopedic devices. Builds on fundamental concepts first introduced in Applied Mechanics Dynamics, Material Science, Mechanics of Materials and Differential Equations. Cross-listed with ME 563. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=012811&term=1261
Spring 2026,2025-2026,BE,573,Biomaterials,"This course is designed to provide students with an understanding of engineering materials used in medical devices for the repair and/or restoration of damaged natural tissues. Topics include material properties, characterization, tissue scaffolds, biocompatibility, and tissue-biomaterial interactions. Builds on fundamental concepts first introduced in Applied Mechanics Dynamics, Material Science, Mechanics of Materials and Differential Equations. Cross-listed with ME 573. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=012812&term=1261
Spring 2026,2025-2026,BE,530,Spectroscopy,Covers fundamentals of atoms and molecules in a radiation field and techniques in spectroscopy. Cross-listed with PHY 530. Letter grade only.,3,,https://catalog.nau.edu/Courses/course?courseId=012911&term=1261
Spring 2026,2025-2026,BE,581,Solid State Physics,This course involves the study of solids from the perspective of the underlying microscopic structure of rigid matter. The use of statistical physics and quantum mechanics is used to uncover the properties of solids such as heat capacity and electronic band structure. Cross-listed with PHY 581. Letter grade only.,3,,https://catalog.nau.edu/Courses/course?courseId=012912&term=1261
Spring 2026,2025-2026,BE,799,Dissertation,"Individualized directed research, writing, and oral defense of selected dissertation topic. Pass-Fail only. May be repeated as needed.",1-9,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=013414&term=1261
Spring 2026,2025-2026,BE,685,Graduate Research,Individualized directed research on selected topics. Instructor consent required. Letter grade or Pass/Fail. May be repeated for up to 12 units.,1-6,,https://catalog.nau.edu/Courses/course?courseId=013473&term=1261
Spring 2026,2025-2026,BE,608,Fieldwork Experience,"Supervised field experience in an appropriate agency, organization, or situation. Pass/Fail only. May be repeated for up to 12 units.",1-12,,https://catalog.nau.edu/Courses/course?courseId=013673&term=1261
Spring 2026,2025-2026,BIO,100,Principles Of Biology,Introduces basic principles and concepts of biology.  Methods of scientific inquiry and behavior of matter and energy in biological systems are explored.  Not available for credit in the major or minor.  Letter grade only.,3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000895&term=1261
Spring 2026,2025-2026,BIO,100L,Principles Of Biology Lab,"Investigates examples of life, with focus on our understanding of evolution, environment, heredity, body form, and function. Not available for credit in the major or minor. Letter grade only.",1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000896&term=1261
Spring 2026,2025-2026,BIO,181,Unity Of Life I: Life Of The Cell,"Introductory course for biology majors. Emphasizes the unifying molecular and cellular principles of all life on earth.  Letter grade only. Required course materials and eBook access will be billed to each student's LOUIE account after the add/drop deadline.   Recommended: high school algebra, biology, and chemistry.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=000906&term=1261
Spring 2026,2025-2026,BIO,181H,Unity Of Life I: Life Of The Cell - Honors,"Introductory course for biology majors. Emphasizes the unifying molecular and cellular principles of all life on earth.  Letter grade only.  Required course materials and eBook access will be billed to each student's LOUIE account after the add/drop deadline. Recommended: high school algebra, biology, and chemistry.",3,,https://catalog.nau.edu/Courses/course?courseId=000907&term=1261
Spring 2026,2025-2026,BIO,181R,Unity Of Life I Recitation,Optional recitation section covering problem-solving techniques in biology. Not available for credit in the major or minor. Pass/Fail only.,1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000908&term=1261
Spring 2026,2025-2026,BIO,182,Unity Of Life II: Lives Of Multicellular Organisms,Introductory course for biology majors. Emphasizes the unifying organismal principles of life on earth. Letter grade only.,3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=000909&term=1261
Spring 2026,2025-2026,BIO,199,Special Topics,Foundations of intellectual inquiry. In-depth study of a substantive problem.  May be repeated for a maximum of 6 units.  Letter grade only.,1-3,,https://catalog.nau.edu/Courses/course?courseId=000914&term=1261
Spring 2026,2025-2026,BIO,201,Human Anatomy/Physiology I,"Integumentary, skeletal, muscular, nervous, and sensory systems in health and disease. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=000916&term=1261
Spring 2026,2025-2026,BIO,202,Human Anatomy/Physiology II,"Body fluid, cardiovascular, digestive, respiratory, urinary, reproductive, and endocrine systems in health and disease. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=000917&term=1261
Spring 2026,2025-2026,BIO,205,Microbiology,"Fundamental microbiology emphasizing structure and function of organisms, aspects of microbial diversity, pathogenic microorganisms, disease mechanisms and immune response.  For students majoring in microbiology and those in the health professions.  Recommended:  CHM 130 or CHM 151.  Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000918&term=1261
Spring 2026,2025-2026,BIO,221,Lower Invertebrates,"Surveys the ""lower"" invertebrate phyla using selected taxa to illustrate concepts in evolution, ecology, and behavior. 3 hrs. lecture, 3 hrs. lab. Letter grade only.",4,,https://catalog.nau.edu/Courses/course?courseId=000921&term=1261
Spring 2026,2025-2026,BIO,323,Vertebrate Zoology,"Evolution, systematics, distribution, ecology, and primary adaptations of the major vertebrate groups. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000923&term=1261
Spring 2026,2025-2026,BIO,226,Ecology,"Description: Introduces ecological principles, including the distribution and abundance of organisms, population dynamics, community organization, energy flow, and nutrient cycling. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000927&term=1261
Spring 2026,2025-2026,BIO,226L,Ecology Lab,"Experimental analysis of plant and animal interactions within ecosystems, including community dynamics, ecological processes, and biotic inventories. Letter grade only.",1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000928&term=1261
Spring 2026,2025-2026,BIO,240,Genetics And Evolution,"Fundamental concepts of inheritance, including genetic and chromosomal character determination, and natural selection leading to population changes and speciation.  Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000932&term=1261
